system:index,baiml,class,dBAIML,dMIRBI,dNBR,dNir,mirbi,nbr,nir,.geo
17,1.8882112E-7,1,4.2281988E-7,-977.19995,-0.05855009,-420,-2167.6,-0.45013478,816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.462437979015665,41.726228364509936]}"
18,2.1301591E-7,1,1.5134623E-7,-1390.3999,-0.043501347,-246,-1415.8,-0.42725337,807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.473654479002533,41.72195690179532]}"
19,3.878263E-7,1,2.042108E-7,-921.8,-0.031157464,-168,840.0,-0.33891213,711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.910468454741849,41.51858039457648]}"
20,1.6250534E-7,1,-1.6233784E-8,-1061.4,-0.06715408,-74,2620.0,-0.26067746,1255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.721244417816366,41.396114951523984]}"
21,1.2865479E-6,1,-9.678643E-7,6317.8,0.71315503,1216,-103.8,-0.28607172,428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.934815526385122,41.30506301362509]}"
22,3.0002104E-6,1,-2.2887252E-6,3269.8,0.9401987,886,-206.0,-0.30601794,271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.9628590757793765,41.27667499023658]}"
23,1.7973497E-7,1,3.4545877E-9,9318.601,0.44391862,788,-567.4,-0.38145652,964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.957503955001101,41.2755457051182]}"
24,5.0170826E-7,1,-1.0447101E-7,6064.6,1.0500835,1048,-1363.0,-0.46166575,488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.973679938015496,41.271907859090426]}"
25,8.526613E-7,1,-4.9771575E-7,6456.2,0.8836998,1169,-1177.0,-0.42654365,404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.957930860777369,41.27122591575432]}"
26,1.7872587E-7,1,3.892076E-8,-1866.8,-0.12101796,-321,280.2,-0.26104417,1196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.869588426740442,41.24309927914652]}"
27,4.3696642E-7,1,4.380299E-7,363.6001,0.033691943,-107,-2999.6,-0.51789474,458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.973678569560027,41.22623902739982]}"
28,2.359652E-7,1,5.4409426E-8,-307.39996,-0.045828342,-171,1007.6,-0.2627841,1038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.869579635823774,41.222832002428994]}"
29,2.2493306E-7,1,1.9800481E-8,-1191.8,-0.06251907,-150,1713.0,-0.2004104,1169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.886141669657168,41.21704835263933]}"
30,5.925639E-7,1,1.5720917E-7,-727.2001,0.0027846396,-48,-1344.6,-0.4557416,455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.944842432643252,41.21652031094377]}"
31,2.710382E-7,1,-1.4667401E-7,5313.1997,0.6968559,1630,2573.6,-0.20947725,1051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.508979759523529,41.29651368992282]}"
32,2.2790483E-7,1,-9.504079E-8,5921.6006,0.6815767,1466,2599.8,-0.24279264,1090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.500411275781284,41.29242334286097]}"
33,2.5519773E-7,1,1.4519304E-7,-3551.0002,-0.049369007,-319,4613.2,-0.07918309,1285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.527349135593346,41.283349194718284]}"
34,7.373795E-7,1,1.2847096E-7,-1390.8,0.051489472,-24,3139.0,-0.013964784,812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.530244108585359,41.27930755301366]}"
35,9.782413E-8,1,-7.788138E-9,6346.8,0.4229226,1082,3541.8,-0.25467822,1633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.059344375312385,41.54151197052747]}"
36,2.8196604E-7,1,-1.7422009E-7,10802.399,0.960865,2224,-1406.8,-0.44111612,681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.039445451870916,41.52513442080339]}"
